"Title","Year","Keywords","Agency"
"Essays on Economic Growth and Inequality","2022","Backwardness; Underdevelopment; Colonialism; Inequality; Elite; Latin Americans; Independence (probability theory); Development economics; Politics; Economic inequality; Modernization theory; Convergence (economics); Political economy; Economics; Political science; Economic history; Economic growth; Mathematical analysis; Statistics; Mathematics; Law","UCLA"
"Essays on Empirical Macroeconomics","2020","Economics; Shock (circulatory); Uncorrelated; Supply shock; Exploit; Monetary economics; Econometrics; Macroeconomics; Monetary policy; Medicine; Statistics; Mathematics; Computer security; Computer science; Internal medicine","Berkeley"
"Essays on Employment and Human Capital","2022","Human capital; Economics; Autonomy; Workforce; Debt; Neoclassical economics; Value (mathematics); Productivity; Capital (architecture); Individual capital; Labour economics; Positive economics; Sociology; Classical economics; Economic capital; Market economy; Economic growth; Political science; Finance; Law; Machine learning; Computer science; Archaeology; History","Boston"
"Essays on Energy and Public Economics","2022","Business","Berkeley"
"Essays on Entrepreneurship and Local Labor Market","2020","Sociology; Social capital; Social reproduction; Positive economics; Epistemology; Value (mathematics); Capital (architecture); Asset (computer security); Individual capital; Social science; Neoclassical economics; Financial capital; Economics; Computer science; History; Profit (economics); Philosophy; Computer security; Archaeology; Machine learning","Georgetown"
"Essays on Entrepreneurship: The Role of Complexity of Innovation and Efficient Hierarchies","2023","Entrepreneurship; Categorization; Context (archaeology); Innovation management; Knowledge management; Business; National innovation system; Marketing; Sociology; Economics; Computer science; Artificial intelligence; Biology; Paleontology; Economy; Finance","Wisconsin"
"Essays on Firm Dynamics","2020","Productivity; Competition (biology); Dynamics (music); Economics; Economic geography; Industrial organization; Neoclassical economics; Sociology; Macroeconomics; Ecology; Biology; Pedagogy","Michigan"
"Essays on Firm Dynamics and Macroeconomics","2023","Economics; Macroeconomics; Keynesian economics; Dynamics (music); Neoclassical economics; Sociology; Pedagogy","Baruch"
"Essays on Firms and Networks in the Economy","2018","Set (abstract data type); Economics; Theory of the firm; Positive economics; Subject (documents); Neoclassical economics; Term (time); Mathematical economics; Computer science; Physics; Quantum mechanics; Library science; Programming language","Stanford"
"Essays on Firms, Growth, and Competition","2023","Set (abstract data type); Economics; Theory of the firm; Positive economics; Subject (documents); Neoclassical economics; Term (time); Mathematical economics; Computer science; Physics; Quantum mechanics; Library science; Programming language","Penn State"
"Essays on Firms, Innovation, and Growth","2023","Compendium; Neoclassical economics; Economics; Economy; History; Archaeology","Penn State"
"Essays on Health and Abuse","2018","Psychology; Linguistics; Social psychology; Philosophy","Austin"
"Essays on Health Economics and the Early-Life Determinants of Adult Outcomes","2022","Obesity; Economics; Medicine; Gerontology; Psychology; Internal medicine","Atlanta"
"Essays on Healthcare, Households, and Firms","2023","Purchasing power parity; Tanzania; Poverty; Consumption (sociology); Per capita; Standard of living; Latin Americans; Liberian dollar; Economic growth; Development economics; Purchasing power; Developing country; Geography; Socioeconomics; Economics; Political science; Population; Sociology; Exchange rate; Market economy; Social science; Demography; Finance; Keynesian economics; Law; Macroeconomics","Baruch"
"Essays on Inequality, Geography, and Trade","2023","International trade; Economics","Chicago"
"Essays on innovation, human capital, and small business","2023","Rationality; Isomorphism (crystallography); Organizational field; Cage; Sociology; Political science; Business; Institutional theory; Mathematics; Combinatorics; Social science; Law; Chemistry; Crystal structure; Crystallography","Maryland"
"Essays on Labor and Public Economics","2013","Economics; Labour economics; Neoclassical economics; Personnel economics; Positive economics; Political science; Sociology; Labor relations","Boston"
"Essays on Labor Market Institutions","2022","Labour economics; Secondary labor market; Labor relations; Economics; Split labor market theory; Personnel economics; Turnover; Management","Boston"
"Essays on Learning and Innovation","2007","Knowledge management; Information technology; Educational technology; Learning sciences; Computer science; Psychology; Mathematics education; Operating system","UCLA"
"Essays on Monetary Policy, Housing Market, and Business Finance","2022","Disadvantaged; Real estate; Unemployment; Earnings; Labour economics; Competition (biology); Economics; State (computer science); Estate; Affect (linguistics); Empirical evidence; Economic growth; Finance; Ecology; Algorithm; Computer science; Biology; Linguistics; Philosophy; Epistemology","Georgetown"
"Essays on Multinational Production and the Propagation of Shocks","2015","Multinational corporation; Production (economics); Economics; Macroeconomics; Finance","Michigan"
"Essays on Multinationals and International Spillovers","2018","Economic geography; Political science; International trade; Economics","Michigan"
"Essays on the Determinants of Health and Labor Market Outcomes","2022","Economics; Neoclassical economics; Labour economics; Microeconomics","Texas"
"Essays on the Effects of Labor Market Policies","2022","Economics; Counterfactual thinking; Shock (circulatory); Wage; Earnings; Order (exchange); Labour economics; China; General equilibrium theory; Wage dispersion; Efficiency wage; Macroeconomics; Medicine; Political science; Internal medicine; Law; Philosophy; Accounting; Epistemology; Finance","Yale"
"Establishment-Level Life Cycle and Analysts’ Forecasts","2023","Competition (biology); Metropolitan area; Economic geography; Globalization; State (computer science); Government (linguistics); Shift-share analysis; Economics; Economic competition; Economic system; Economy; Market economy; Market competition; Geography; Ecology; Linguistics; Philosophy; Archaeology; Algorithm; Computer science; Biology","Philadelphia"
"Estimate of childhood overweight and obesity at the region, state and county levels: a multilevel small area estimation approach","2021","Overweight; Obesity; Demography; Confidence interval; Childhood obesity; Estimation; Medicine; Multilevel model; Environmental health; Ethnic group; Small area estimation; Geography; Gerontology; Statistics; Political science; Mathematics; Management; Sociology; Internal medicine; Law; Economics","Triangle"
"Estimated Generation of Freight Trips Based on Land Use","2012","Trip generation; Transport engineering; Land use; Zoning; Range (aeronautics); TRIPS architecture; Computer science; Engineering; Civil engineering; Aerospace engineering","Baruch"
"Estimated Mortality Increases During the COVID-19 Pandemic by Socioeconomic Status, Race, and Ethnicity","2021","Socioeconomic status; Poverty; Ethnic group; Pandemic; Demography; Race (biology); National Health Interview Survey; Coronavirus disease 2019 (COVID-19); Medicine; Health care; Gerontology; Environmental health; Socioeconomics; Population; Economic growth; Political science; Sociology; Economics; Gender studies; Disease; Pathology; Infectious disease (medical specialty); Law","Michigan"
"Estimating Adjustment Frictions Using Non-Linear Budget Sets: Method and Evidence from the Earnings Test","2020","Financial intermediary; Causality (physics); Economics; Intermediary; Subject matter; Growth theory; Empirical evidence; Financial market; Finance; Financial economics; Neoclassical economics; Economic growth; Philosophy; Physics; Epistemology; Quantum mechanics; Curriculum","Boston"
"Estimating Determinants of Establishment Locations of Transportation and Warehousing Industries Using U.S. Administrative Data","2022","Context (archaeology); Decentralization; Census; Business; Transportation infrastructure; Regional science; Data warehouse; Transport engineering; Economic geography; Industrial organization; Geography; Computer science; Economics; Engineering; Database; Population; Demography; Archaeology; Sociology; Market economy","Texas"
