title,year,datasets,display_author_names,raw_author_names,doi,abstract,institution_display_names,raw_affiliation_strings,detailed_affiliations,original_keywords,original_agency,keywords
Every Breath You Take – Every Dollar You Make: The Long-Term Consequence of the Clean Air Act of 1970,2013,,,,https://doi.org/10.1086/691465,,"United States Department of the Treasury; University of California, Berkeley; University of California, Santa Barbara; National Bureau of Economic Research","University of California Berkeley, National Bureau of Economic Research, and Institute for the Study of Labor (IZA); Office of Tax Analysis, Department of the Treasury; University of California Santa Barbara, National Bureau of Economic Research, and Institute for the Study of Labor (IZA)","University of California Berkeley, National Bureau of Economic Research, and Institute for the Study of Labor (IZA); Office of Tax Analysis, Department of the Treasury; University of California Santa Barbara, National Bureau of Economic Research, and Institute for the Study of Labor (IZA)",Liberian dollar; Earnings; Air pollution; Term (time); Pollution; Economics; Demographic economics; Finance; Chemistry; Physics; Organic chemistry; Quantum mechanics; Ecology; Biology,Berkeley,"Liberian dollar, Earnings, Air pollution, Term (time), Pollution, Economics, Demographic economics, Finance, Chemistry, Physics, Organic chemistry, Quantum mechanics, Ecology, Biology"
Eviction and Poverty in America Cities,2024,,,,https://doi.org/10.1080/02673037.2016.1205268,,McMaster University,McMaster University,McMaster University,Eviction; Rental housing; Renting; Poverty; For profit; Economics; Profit (economics); Sociology; Economic history; Political science; Economic growth; Finance; Law; Neoclassical economics,Yale,"Eviction, Rental housing, Renting, Poverty, For profit, Economics, Profit (economics), Sociology, Economic history, Political science, Economic growth, Finance, Law, Neoclassical economics"
Eviction and Poverty in America Cities,2024,,,,https://doi.org/10.1080/02673037.2016.1205268,,McMaster University,McMaster University,McMaster University,Eviction; Rental housing; Renting; Poverty; For profit; Economics; Profit (economics); Sociology; Economic history; Political science; Economic growth; Finance; Law; Neoclassical economics,Yale,"Eviction, Rental housing, Renting, Poverty, For profit, Economics, Profit (economics), Sociology, Economic history, Political science, Economic growth, Finance, Law, Neoclassical economics"
Eviction and Poverty in America Cities,2024,,,,https://doi.org/10.1080/02673037.2016.1205268,,McMaster University,McMaster University,McMaster University,Eviction; Rental housing; Renting; Poverty; For profit; Economics; Profit (economics); Sociology; Economic history; Political science; Economic growth; Finance; Law; Neoclassical economics,Yale,"Eviction, Rental housing, Renting, Poverty, For profit, Economics, Profit (economics), Sociology, Economic history, Political science, Economic growth, Finance, Law, Neoclassical economics"
Eviction and Poverty in America Cities,2024,,,,https://doi.org/10.1080/02673037.2016.1205268,,McMaster University,McMaster University,McMaster University,Eviction; Rental housing; Renting; Poverty; For profit; Economics; Profit (economics); Sociology; Economic history; Political science; Economic growth; Finance; Law; Neoclassical economics,Yale,"Eviction, Rental housing, Renting, Poverty, For profit, Economics, Profit (economics), Sociology, Economic history, Political science, Economic growth, Finance, Law, Neoclassical economics"
Eviction and Poverty in American Cities: Evidence from Chicago and New York,2023,,,,https://doi.org/10.1037/0003-066x.59.2.77,,Cornell University,"[Cornell University, Ithaca, NY, US]","[Cornell University, Ithaca, NY, US]",Poverty; Low income; Socioeconomics; Environmental health; Psychology; Economic growth; Economics; Medicine,Yale,"Poverty, Low income, Socioeconomics, Environmental health, Psychology, Economic growth, Economics, Medicine"
Evidence for the Effects of Mergers on Market Power and Efficiency,2016,,,,https://doi.org/10.3386/w22750,,London School of Economics and Political Science; National Bureau of Economic Research; University of Oregon,"London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285","London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285",Market power; Business; Market efficiency; Industrial organization; Economics; Monetary economics; Financial economics; Microeconomics; Monopoly,Fed Board,"Market power, Business, Market efficiency, Industrial organization, Economics, Monetary economics, Financial economics, Microeconomics, Monopoly"
Evidence for the Effects of Mergers on Market Power and Efficiency,2016,,,,https://doi.org/10.3386/w22750,,London School of Economics and Political Science; National Bureau of Economic Research; University of Oregon,"London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285","London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285",Market power; Business; Market efficiency; Industrial organization; Economics; Monetary economics; Financial economics; Microeconomics; Monopoly,Fed Board,"Market power, Business, Market efficiency, Industrial organization, Economics, Monetary economics, Financial economics, Microeconomics, Monopoly"
Evidence for the Effects of Mergers on Market Power and Efficiency,2016,,,,https://doi.org/10.3386/w22750,,London School of Economics and Political Science; National Bureau of Economic Research; University of Oregon,"London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285","London School of Economics, the School of Advanced International Studies, the Stanford RDC; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Department of Economics 1285 University of Oregon Eugene, OR 97403-1285",Market power; Business; Market efficiency; Industrial organization; Economics; Monetary economics; Financial economics; Microeconomics; Monopoly,Fed Board,"Market power, Business, Market efficiency, Industrial organization, Economics, Monetary economics, Financial economics, Microeconomics, Monopoly"
Evidence of an 'Energy-Management Gap' in U.S. Manufacturing: Spillovers from Firm Management Practices to Energy Efficiency,2014,,,,https://doi.org/10.1016/j.jeem.2014.09.004,,Wake Forest University; Duke University; Social Science Research Council,"Department of Economics, Wake Forest University, Box 7505, Winston Salem, NC 27109, USA; Social Science Research Institute, Duke University, Box 90989, Durham, NC 27708, USA","Department of Economics, Wake Forest University, Box 7505, Winston Salem, NC 27109, USA; Social Science Research Institute, Duke University, Box 90989, Durham, NC 27708, USA",Spillover effect; Energy management; Efficient energy use; Industrial organization; Business; Merge (version control); Energy (signal processing); Manufacturing; Economics; Environmental economics; Operations management; Microeconomics; Marketing; Computer science; Ecology; Statistics; Mathematics; Information retrieval; Biology,Triangle,"Spillover effect, Energy management, Efficient energy use, Industrial organization, Business, Merge (version control), Energy (signal processing), Manufacturing, Economics, Environmental economics, Operations management, Microeconomics, Marketing, Computer science, Ecology, Statistics, Mathematics, Information retrieval, Biology"
Evidence of an 'Energy-Management Gap' in U.S. Manufacturing: Spillovers from Firm Management Practices to Energy Efficiency,2014,,,,https://doi.org/10.1016/j.jeem.2014.09.004,,Wake Forest University; Duke University; Social Science Research Council,"Department of Economics, Wake Forest University, Box 7505, Winston Salem, NC 27109, USA; Social Science Research Institute, Duke University, Box 90989, Durham, NC 27708, USA","Department of Economics, Wake Forest University, Box 7505, Winston Salem, NC 27109, USA; Social Science Research Institute, Duke University, Box 90989, Durham, NC 27708, USA",Spillover effect; Energy management; Efficient energy use; Industrial organization; Business; Merge (version control); Energy (signal processing); Manufacturing; Economics; Environmental economics; Operations management; Microeconomics; Marketing; Computer science; Ecology; Statistics; Mathematics; Information retrieval; Biology,Triangle,"Spillover effect, Energy management, Efficient energy use, Industrial organization, Business, Merge (version control), Energy (signal processing), Manufacturing, Economics, Environmental economics, Operations management, Microeconomics, Marketing, Computer science, Ecology, Statistics, Mathematics, Information retrieval, Biology"
